Real File Name,Real STD,Synthetic File Name,Synthetic STD,SAM File Name,SAM STD
,,TestSyn39.csv,3.5778284244295935,,
,,TestSyn11.csv,3.3065314651159015,,
,,,,Wind Speed 2007,3.6609730858498177
,,,,Wind Speed 2008,3.7195815370419316
,,,,Wind Speed 2009,3.6907262174961364
,,,,Wind Speed 2010,3.7593412465538742
,,,,Wind Speed 2011,3.675329356720338
,,,,Wind Speed 2012,3.611019366210891
,,,,Wind Speed 2013,3.7276398705247478
,,,,Wind Speed 2014,3.663423837499672
